attrib_name	TCGA.A6.2675	TCGA.A6.4105	TCGA.A6.5656	TCGA.A6.5657	TCGA.A6.5659	TCGA.A6.5660	TCGA.A6.5661	TCGA.A6.5662	TCGA.A6.5664	TCGA.A6.5665	TCGA.A6.5666	TCGA.A6.5667	TCGA.A6.6137	TCGA.A6.6138	TCGA.A6.6140	TCGA.A6.6141	TCGA.A6.6142	TCGA.A6.6648	TCGA.A6.6649	TCGA.A6.6650	TCGA.A6.6651	TCGA.A6.6652	TCGA.A6.6653	TCGA.A6.6654	TCGA.A6.6780	TCGA.A6.6781	TCGA.A6.6782	TCGA.AA.3489	TCGA.AA.3496	TCGA.AA.3511	TCGA.AA.3655	TCGA.AA.3660	TCGA.AA.3662	TCGA.AA.3663	TCGA.AA.3697	TCGA.AA.3712	TCGA.AA.3713	TCGA.AD.5900	TCGA.AD.6548	TCGA.AD.6888	TCGA.AD.6889	TCGA.AD.6890	TCGA.AD.6895	TCGA.AD.6899	TCGA.AD.6901	TCGA.AD.6963	TCGA.AD.6964	TCGA.AD.6965	TCGA.AM.5820	TCGA.AM.5821	TCGA.AU.3779	TCGA.AU.6004	TCGA.AY.5543	TCGA.AY.6196	TCGA.AY.6197	TCGA.AY.6386	TCGA.AZ.4323	TCGA.AZ.4616	TCGA.AZ.5403	TCGA.AZ.5407	TCGA.AZ.6598	TCGA.AZ.6599	TCGA.AZ.6600	TCGA.AZ.6601	TCGA.AZ.6603	TCGA.AZ.6605	TCGA.AZ.6606	TCGA.AZ.6607	TCGA.AZ.6608	TCGA.CA.5254	TCGA.CA.5255	TCGA.CA.5796	TCGA.CA.5797	TCGA.CA.6715	TCGA.CA.6716	TCGA.CA.6717	TCGA.CA.6718	TCGA.CA.6719	TCGA.CK.4947	TCGA.CK.4948	TCGA.CK.4950	TCGA.CK.4952	TCGA.CK.5912	TCGA.CK.5913	TCGA.CK.5914	TCGA.CK.5915	TCGA.CK.5916	TCGA.CK.6746	TCGA.CK.6747	TCGA.CK.6748	TCGA.CK.6751	TCGA.CM.4743	TCGA.CM.4751	TCGA.CM.5344	TCGA.CM.5348	TCGA.CM.5349	TCGA.CM.5860	TCGA.CM.5861	TCGA.CM.5862	TCGA.CM.5863	TCGA.CM.5864	TCGA.CM.5868	TCGA.CM.6161	TCGA.CM.6162	TCGA.CM.6163	TCGA.CM.6164	TCGA.CM.6165	TCGA.CM.6166	TCGA.CM.6167	TCGA.CM.6168	TCGA.CM.6169	TCGA.CM.6170	TCGA.CM.6171	TCGA.CM.6172	TCGA.CM.6674	TCGA.CM.6675	TCGA.CM.6676	TCGA.CM.6677	TCGA.CM.6678	TCGA.CM.6679	TCGA.CM.6680	TCGA.D5.5537	TCGA.D5.5538	TCGA.D5.5539	TCGA.D5.5540	TCGA.D5.5541	TCGA.D5.6529	TCGA.D5.6530	TCGA.D5.6531	TCGA.D5.6532	TCGA.D5.6533	TCGA.D5.6534	TCGA.D5.6535	TCGA.D5.6536	TCGA.D5.6537	TCGA.D5.6538	TCGA.D5.6539	TCGA.D5.6540	TCGA.D5.6541	TCGA.D5.6898	TCGA.D5.6920	TCGA.D5.6922	TCGA.D5.6923	TCGA.D5.6924	TCGA.D5.6926	TCGA.D5.6927	TCGA.D5.6928	TCGA.D5.6929	TCGA.D5.6930	TCGA.D5.6931	TCGA.D5.6932	TCGA.D5.7000	TCGA.DM.A0X9	TCGA.DM.A0XD	TCGA.DM.A0XF	TCGA.DM.A1D0	TCGA.DM.A1D4	TCGA.DM.A1D6	TCGA.DM.A1D7	TCGA.DM.A1D8	TCGA.DM.A1D9	TCGA.DM.A1DA	TCGA.DM.A1DB	TCGA.DM.A1HA	TCGA.DM.A1HB	TCGA.DM.A280	TCGA.DM.A282	TCGA.DM.A285	TCGA.DM.A288	TCGA.DM.A28A	TCGA.DM.A28C	TCGA.DM.A28E	TCGA.DM.A28F	TCGA.DM.A28G	TCGA.DM.A28H	TCGA.DM.A28K	TCGA.DM.A28M	TCGA.F4.6459	TCGA.F4.6460	TCGA.F4.6461	TCGA.F4.6463	TCGA.F4.6569	TCGA.F4.6570	TCGA.F4.6703	TCGA.F4.6704	TCGA.F4.6805	TCGA.F4.6806	TCGA.F4.6807	TCGA.F4.6808	TCGA.F4.6809	TCGA.F4.6854	TCGA.F4.6855	TCGA.F4.6856	TCGA.G4.6293	TCGA.G4.6294	TCGA.G4.6295	TCGA.G4.6297	TCGA.G4.6298	TCGA.G4.6299	TCGA.G4.6302	TCGA.G4.6303	TCGA.G4.6304	TCGA.G4.6306	TCGA.G4.6307	TCGA.G4.6309	TCGA.G4.6310	TCGA.G4.6311	TCGA.G4.6314	TCGA.G4.6315	TCGA.G4.6317	TCGA.G4.6320	TCGA.G4.6321	TCGA.G4.6322	TCGA.G4.6323	TCGA.G4.6586	TCGA.G4.6588	TCGA.G4.6625	TCGA.G4.6626	TCGA.G4.6627	TCGA.G4.6628	TCGA.AF.2687	TCGA.AF.2690	TCGA.AF.2693	TCGA.AF.3911	TCGA.AF.4110	TCGA.AF.5654	TCGA.AF.6136	TCGA.AF.6655	TCGA.AF.6672	TCGA.AG.3591	TCGA.AG.3592	TCGA.AG.3725	TCGA.AG.3731	TCGA.AG.3732	TCGA.AG.3742	TCGA.AG.4021	TCGA.AG.4022	TCGA.AH.6544	TCGA.AH.6547	TCGA.AH.6549	TCGA.AH.6643	TCGA.AH.6644	TCGA.BM.6198	TCGA.CI.6619	TCGA.CI.6620	TCGA.CI.6621	TCGA.CI.6622	TCGA.CI.6623	TCGA.CI.6624	TCGA.CL.4957	TCGA.CL.5917	TCGA.CL.5918	TCGA.DC.4745	TCGA.DC.4749	TCGA.DC.5337	TCGA.DC.5869	TCGA.DC.6155	TCGA.DC.6156	TCGA.DC.6157	TCGA.DC.6158	TCGA.DC.6160	TCGA.DC.6681	TCGA.DC.6682	TCGA.DC.6683	TCGA.DT.5265	TCGA.DY.A0XA	TCGA.DY.A1DC	TCGA.DY.A1DD	TCGA.DY.A1DE	TCGA.DY.A1DF	TCGA.DY.A1DG	TCGA.DY.A1H8	TCGA.EF.5830	TCGA.EF.5831	TCGA.EI.6506	TCGA.EI.6507	TCGA.EI.6508	TCGA.EI.6509	TCGA.EI.6510	TCGA.EI.6511	TCGA.EI.6512	TCGA.EI.6513	TCGA.EI.6514	TCGA.F5.6464	TCGA.F5.6465	TCGA.F5.6571	TCGA.F5.6702	TCGA.F5.6810	TCGA.F5.6811	TCGA.F5.6812	TCGA.F5.6813	TCGA.G5.6233	TCGA.G5.6235	TCGA.G5.6572	TCGA.G5.6641
hsa-let-7a-1	11.9397	12.5701	11.9242	12.5087	12.1191	12.7299	13.0276	12.1923	12.485	12.7713	13.4057	11.7612	12.3091	12.4715	12.1926	12.5137	12.0101	12.8923	12.5873	12.1575	11.7285	11.941	12.8882	11.835	12.4526	13.0854	12.6743	13.4189	12.4313	12.3629	12.6816	13.0909	12.7788	13.4422	12.5106	12.344	12.9551	11.9047	12.3077	12.0333	12.7132	12.1581	12.7563	12.6619	13.2738	12.4569	12.4702	12.201	12.1867	12.6117	12.8632	11.9822	12.4774	12.4136	12.2426	12.586	12.2462	12.385	12.6763	12.9354	12.4349	12.7244	12.9515	12.5564	11.7535	12.528	13.282	12.2849	12.2679	13.4856	11.6043	12.8749	12.388	13.0526	11.2224	12.0593	12.3366	12.2497	12.9062	11.5913	12.1904	12.9169	13.206	12.9844	12.583	13.1552	12.776	14.3261	12.9303	12.3196	12.7718	12.8297	12.9726	12.1042	11.8489	11.4089	12.9224	13.1678	12.4012	12.5594	12.7788	12.9931	12.3085	13.0406	12.8028	12.0633	12.4903	12.5779	11.4982	12.4286	12.6286	12.1511	12.0713	12.8577	11.6535	13.0972	12.4439	12.3933	12.5136	11.9229	12.3508	12.9252	12.5161	12.9294	12.4356	12.8959	12.2785	12.6944	12.7732	12.2215	11.6653	13.0054	12.5835	12.3301	11.773	11.9974	12.5477	12.8497	12.6741	12.5744	12.2281	12.401	12.7527	12.6422	12.0259	12.146	12.4199	12.9284	12.115	12.7311	11.8299	11.9585	12.5984	12.7757	12.6219	12.4247	11.9266	13.261	12.2849	12.6971	12.6233	12.9497	12.7373	12.5345	11.3249	11.8597	12.0446	12.8112	12.2404	12.4244	12.7566	12.2699	12.1381	11.1389	12.7679	12.5799	12.2502	11.4908	12.2558	12.5318	12.2495	13.0099	12.8349	12.1572	12.0778	12.2676	12.5737	12.4578	11.9505	12.6965	12.0775	12.7316	12.4086	12.0483	12.7441	11.8931	12.3198	11.2298	12.6895	10.6893	12.3663	11.7044	11.527	12.1577	12.6677	10.4645	12.0486	11.259	11.5584	12.3639	11.9857	11.7573	12.0619	12.5963	12.3189	12.5291	11.6604	11.894	11.2907	13.2397	13.2156	13.4488	12.941	12.4878	13.2854	12.2355	12.5628	13.2527	12.5407	13.7334	13.1381	13.1779	13.2731	12.7515	11.8779	13.0026	13.0278	12.8939	12.5565	12.7131	13.0131	13.0502	12.3253	12.8744	13.1526	13.0024	13.0646	12.6743	12.3421	13.147	12.0538	12.1699	12.8646	12.8873	12.8825	12.403	12.2805	12.6912	11.977	12.0104	12.135	12.1615	12.6683	12.0222	12.4611	13.5545	12.572	11.6773	12.4158	12.3076	12.8975	12.2607	12.5706	11.7792	12.3818	13.8845	13.1275	13.7696	12.8362	12.8935	12.6305	13.4733	12.3971	12.8906	13.1117	12.6605	12.7159	12.4944	13.3643	11.9983	12.9145	12.3905	11.8923	13.4982	12.7218
hsa-let-7a-2	12.9241	13.5544	12.9082	13.5126	13.1051	13.7282	14.0303	13.1664	13.4669	13.775	14.3988	12.7601	13.2979	13.4694	13.1766	13.5083	12.9868	13.8722	13.5866	13.1352	12.7154	12.9164	13.8718	12.8293	13.4456	14.0748	13.6697	14.418	13.4316	13.353	13.6581	14.075	13.7813	14.451	13.5161	13.3418	13.9418	12.8744	13.2898	13.0414	13.7165	13.146	13.7504	13.6571	14.2629	13.4356	13.4642	13.1702	13.1961	13.6053	13.854	12.9688	13.4655	13.3954	13.2221	13.5558	13.2377	13.3822	13.6637	13.9429	13.4484	13.73	13.9447	13.5462	12.7417	13.536	14.2766	13.282	13.2654	14.5044	12.5555	13.8742	13.3808	14.0387	12.198	13.0567	13.3407	13.241	13.9142	12.594	13.1596	13.9258	14.2154	13.9741	13.5617	14.1629	13.7725	15.3343	13.9268	13.3104	13.7667	13.8288	13.9652	13.0886	12.8551	12.3973	13.9119	14.1655	13.3929	13.5588	13.7644	13.9864	13.3249	14.0299	13.8131	13.0593	13.4923	13.5724	12.4926	13.422	13.6122	13.1541	13.0663	13.8491	12.6496	14.0921	13.4161	13.3955	13.5169	12.9294	13.3316	13.9335	13.5345	13.9104	13.4279	13.9029	13.2788	13.6642	13.7831	13.2272	12.6748	13.9899	13.5787	13.3156	12.7506	12.9829	13.527	13.8336	13.6617	13.5776	13.2093	13.3927	13.7343	13.6284	13.0097	13.1541	13.4154	13.9287	13.1061	13.7209	12.7867	12.9643	13.5725	13.7745	13.6093	13.4177	12.9325	14.2479	13.2622	13.6866	13.6248	13.9569	13.7326	13.5281	12.297	12.8269	13.0533	13.8126	13.2585	13.4033	13.7463	13.2671	13.1308	12.1384	13.7648	13.5603	13.2292	12.4878	13.2558	13.5284	13.2595	14.0077	13.8117	13.1475	13.0635	13.2666	13.5507	13.4624	12.9512	13.6912	13.0807	13.7195	13.3951	13.0528	13.7326	12.8759	13.3102	12.1829	13.6921	11.6778	13.363	12.7094	12.486	13.1476	13.6948	11.4599	13.0216	12.2473	12.5475	13.3469	12.9911	12.7335	13.0565	13.5893	13.2921	13.525	12.6168	12.909	12.2871	14.23	14.2172	14.4464	13.9187	13.4728	14.2751	13.2207	13.5511	14.257	13.5173	14.7343	14.1259	14.1775	14.2635	13.7493	12.8708	14.0045	14.0182	13.8729	13.556	13.7031	14.0025	14.0431	13.3331	13.8669	14.1496	14.0075	14.0591	13.6538	13.3377	14.1532	13.0498	13.1513	13.8553	13.8957	13.8805	13.3957	13.2562	13.6764	12.9763	13.0064	13.1376	13.1567	13.6519	13.0106	13.4668	14.548	13.5673	12.6628	13.4082	13.3224	13.8851	13.2465	13.5576	12.7873	13.3741	14.8849	14.1216	14.7737	13.8406	13.9142	13.6058	14.4712	13.3926	13.8849	14.112	13.6576	13.7168	13.4949	14.3628	13.0043	13.9301	13.3801	12.8874	14.4901	13.7162
hsa-let-7a-3	11.9427	12.5644	11.9012	12.5076	12.1045	12.7506	13.0249	12.1758	12.4779	12.7697	13.416	11.7728	12.3242	12.4754	12.2094	12.529	12.0151	12.87	12.6043	12.1386	11.7288	11.9369	12.8956	11.8298	12.4407	13.0861	12.6686	13.4242	12.4225	12.3705	12.6852	13.0826	12.7989	13.4516	12.5182	12.3457	12.9435	11.8844	12.3034	12.0717	12.7191	12.1609	12.7555	12.6679	13.2787	12.4416	12.4769	12.187	12.212	12.6176	12.8661	11.9758	12.45	12.4075	12.2463	12.5778	12.2649	12.3951	12.6696	12.9521	12.4504	12.7375	12.9491	12.5543	11.7409	12.5374	13.2802	12.3009	12.2814	13.504	11.5718	12.8808	12.3902	13.0539	11.2232	12.0585	12.356	12.2489	12.9264	11.603	12.1835	12.9392	13.2174	12.9915	12.5988	13.1721	12.7779	14.3369	12.9282	12.3082	12.7706	12.8483	12.9674	12.1061	11.8465	11.4141	12.9261	13.1719	12.4044	12.5819	12.7793	12.9922	12.3223	13.0584	12.8191	12.0722	12.4977	12.5956	11.5152	12.43	12.6263	12.1556	12.0967	12.8565	11.6641	13.1089	12.4304	12.4102	12.5223	11.9338	12.3435	12.9428	12.5313	12.9167	12.435	12.8893	12.3021	12.6992	12.7923	12.2239	11.6975	12.9968	12.5989	12.3485	11.7864	12.0095	12.5255	12.8626	12.6699	12.5909	12.223	12.3891	12.7477	12.6425	12.0101	12.1687	12.4233	12.9277	12.1046	12.7212	11.783	11.9774	12.5793	12.7847	12.6304	12.4548	11.9355	13.2647	12.2854	12.6926	12.6282	12.9548	12.7389	12.5329	11.3342	11.8686	12.0855	12.8188	12.2475	12.4178	12.7525	12.26	12.1419	11.1818	12.7641	12.5744	12.2619	11.4985	12.2631	12.5407	12.2424	13.0143	12.8324	12.1561	12.0815	12.2687	12.5705	12.474	11.9531	12.7014	12.0759	12.7213	12.3965	12.049	12.7354	11.9312	12.3157	11.2511	12.7062	10.6827	12.3606	11.7155	11.5269	12.1489	12.685	10.4898	12.06	11.2826	11.5531	12.3559	12.0155	11.706	12.0413	12.5814	12.3151	12.5439	11.6555	11.9032	11.2938	13.2371	13.2239	13.4533	12.9246	12.475	13.2734	12.2481	12.5679	13.2631	12.5343	13.733	13.1336	13.1808	13.2694	12.7533	11.898	13.007	13.0255	12.8895	12.5739	12.7184	13.0066	13.0468	12.3294	12.8873	13.1508	13.0202	13.0581	12.6623	12.3451	13.1735	12.0644	12.185	12.8558	12.8988	12.8922	12.4091	12.2715	12.6888	11.9763	12.0257	12.1183	12.1603	12.6676	12.0167	12.4651	13.5539	12.5869	11.6829	12.4154	12.3233	12.8871	12.2664	12.5602	11.8144	12.3893	13.8922	13.1425	13.7797	12.8336	12.9117	12.6274	13.4748	12.3968	12.898	13.1157	12.6664	12.7288	12.4974	13.3768	12.0111	12.9332	12.3789	11.8956	13.4907	12.7273
hsa-let-7b	12.4597	13.1035	13.4865	13.0317	12.8373	13.4321	13.6484	12.7496	15.1517	13.446	12.7743	12.0365	13.2852	12.6311	12.9288	13.4649	13.4558	13.2703	13.687	12.1888	12.6788	12.3837	13.6321	13.0041	12.1221	14.121	13.2208	13.3046	13.0748	12.8647	13.6021	14.0419	13.2709	13.5891	13.0761	13.2543	13.8316	12.8745	12.9162	13.1652	12.1279	13.0308	13.2906	13.6554	13.7847	13.9195	12.7896	13.3264	12.1949	13.6964	13.5245	12.5058	12.9971	13.1551	12.4098	12.922	13.2689	12.2755	13.5028	13.5119	12.808	13.7757	13.5128	12.9177	12.1505	13.4023	14.0579	13.9423	13.2656	15.7143	14.2241	13.0294	13.5193	13.4086	12.3231	12.6408	13.1136	11.878	13.5653	12.4837	12.8061	13.6409	14.3527	13.2659	13.2606	13.334	13.3098	15.4245	13.6183	12.3708	13.252	13.3009	12.8721	12.3541	13.017	11.8616	14.2625	14.5996	12.6742	13.3266	12.7711	13.3693	12.7481	13.9967	13.6815	13.228	12.6086	13.0369	12.1135	12.9086	13.1357	12.7018	12.7213	13.5549	12.1149	13.4541	13.3962	13.3454	13.0506	12.6043	12.2815	13.238	12.5782	14.1808	12.296	13.3284	13.5345	14.1686	13.0034	12.9319	12.135	14.4793	12.8256	12.6965	12.7475	12.6676	12.8896	13.6087	13.5518	13.0625	13.0495	12.8117	13.8591	13.5141	13.0521	12.9736	13.6467	13.3004	13.346	13.3894	12.6156	12.897	12.6634	13.054	13.4685	12.8319	12.4308	13.737	13.1224	12.3703	12.9309	12.7544	12.88	11.7256	12.6932	12.4896	12.586	12.4753	12.2287	12.1712	12.4823	13.0454	12.7152	11.745	12.2276	12.4175	11.4612	12.074	12.1512	13.1012	13.3788	13.2835	13.4182	13.6855	13.0796	12.5615	13.2868	12.9489	13.1528	13.3768	13.2486	13.6705	13.8994	12.2008	13.0084	12.9695	13.3091	11.9234	13.4772	11.2073	13.0715	13.0107	12.4301	12.5628	13.3521	11.4365	13.174	11.9271	12.2467	13.483	13.3091	12.8529	11.8302	12.9247	12.9829	12.8779	12.0898	11.8645	11.5063	13.4618	13.4594	14.2299	13.0695	12.5466	13.1365	12.8989	12.7156	13.3963	12.4787	13.0965	13.0988	12.5734	12.9155	13.8449	12.3248	12.2131	12.8391	12.9233	12.473	12.7681	13.2868	13.1522	12.421	12.4781	13.2553	12.6735	13.1364	13.2278	12.3782	13.4725	13.1973	13.094	12.0294	13.1744	13.8788	13.6233	13.5721	13.746	12.9697	13.1469	12.948	12.2886	12.6219	11.8579	14.2775	13.1608	12.7273	11.4505	12.3036	11.9815	12.524	12.3351	13.5978	13.3951	12.5511	14.0518	13.0071	13.9412	12.3825	12.4838	12.9234	13.1843	12.0112	12.5565	13.1123	12.1405	13.2243	12.2361	13.5076	12.0991	12.7788	12.2482	12.2716	13.9985	12.7743
hsa-let-7c	8.7778	7.8687	9.2574	10.1148	9.7608	8.6982	8.0558	8.8609	12.2069	7.8412	8.1839	9.3195	7.0625	8.8095	6.1864	10.469	10.1554	6.3783	9.3995	7.0522	10.1865	8.7166	7.5054	9.3106	6.9549	8.798	10.4796	10.9081	8.0621	8.6074	8.5945	8.9837	8.2938	7.8576	7.471	7.9897	7.6353	8.9031	8.7629	5.9999	6.4175	8.4434	10.0753	9.9616	10.7134	9.8716	10.0479	10.1446	8.7338	8.4683	10.3984	8.9153	7.8495	10.2546	5.4727	8.5364	9.5648	8.6563	9.6882	7.2444	7.6018	9.0309	8.9472	9.5501	8.6749	9.3044	7.6835	8.9442	6.9062	10.9264	9.9611	6.8874	9.6733	7.6132	8.885	10.1325	8.6848	8.7542	9.127	8.6031	7.6665	7.424	9.7796	8.3527	8.5115	7.3191	9.4382	8.9023	9.4252	8.3151	8.9061	6.7156	8.7383	8.4852	10.4886	8.5494	10.0503	9.0237	9.2559	8.7629	8.8287	10.3718	8.7505	9.9067	9.9475	9.6665	9.9888	9.8822	10.1796	9.8837	9.2532	9.4676	6.6528	9.3322	8.4111	7.793	10.4357	9.4371	9.1046	9.6791	8.8214	9.6053	8.9224	9.7325	8.954	9.4099	9.7183	7.4338	9.3941	9.0006	7.872	11.4461	9.8802	10.3723	8.1992	7.4658	6.1106	7.5607	8.8885	9.3894	5.8734	9.4944	9.1317	9.0669	8.402	7.9161	8.9209	9.1446	9.2792	7.2948	8.1235	8.1649	7.6747	8.0284	9.8664	8.0797	6.8909	9.3627	9.7226	9.5405	9.5182	7.6842	6.5563	7.0148	7.638	8.0753	8.8838	8.8154	7.1717	7.9243	8.0647	7.269	6.916	8.3632	7.4096	5.6895	6.378	9.2299	8.8824	9.4827	10.0792	10.6715	8.1914	10.3542	9.8944	9.0074	8.9325	10.2411	8.9209	11.102	9.4261	9.2528	8.8727	6.04	9.5424	6.7155	8.9927	7.9963	9.512	9.0826	9.0882	7.5415	6.5073	6.68	7.5781	8.6747	8.5098	9.4675	7.0819	8.6157	8.3891	7.9654	7.4335	7.7823	7.497	8.3632	7.8668	6.9091	8.4204	9.9434	10.991	11.8559	7.629	9.1761	8.57	8.8671	7.5392	10.5696	7.7492	7.0577	8.2564	7.1789	9.9782	8.3122	8.9911	8.8265	9.2578	7.274	9.4585	10.0191	7.6898	9.6648	8.7336	7.5915	8.7323	7.8723	8.1846	9.2245	8.2011	8.5599	8.9765	9.2779	8.5729	9.1255	10.6862	10.4277	7.7666	10.1441	9.1982	9.7439	6.5157	9.8167	9.3566	8.9753	9.8401	8.4889	8.9507	8.2547	8.6224	9.0506	7.7437	8.9615	10.3876	8.249	5.9832	8.186	9.4746	8.9564	6.7363	7.029	6.8209	8.2355	9.6497	10.562	10.1487	10.2761	10.1246	9.5513	10.5935	10.5709	10.2537	7.1706	7.6867	11.6957	8.6066
hsa-let-7d	7.8143	8.6332	10.3328	8.002	8.2325	8.5796	8.7268	7.8083	11.3988	8.6004	7.4266	7.9804	9.3233	8.9751	9.648	9.5749	8.8094	9.1938	8.9031	9.5911	7.3415	9.4942	10.174	7.868	9.4855	9.3234	9.1046	8.4905	9.3502	9.1062	8.5837	8.4566	9.0314	9.2794	8.2128	8.5963	9.2846	8.2528	8.8426	9.1395	8.9223	8.621	7.92	9.0031	8.4355	8.9868	8.4013	8.877	8.5723	8.6419	8.259	8.2973	8.4543	9.029	9.368	9.0245	8.1942	8.5563	7.4284	8.0694	9.761	8.932	8.9569	9.037	8.7009	8.6318	9.0376	8.5117	9.1412	9.786	9.8677	8.6687	8.4599	9.5422	8.8315	7.7105	8.8697	8.2316	8.7396	8.4098	8.2688	9.6842	9.749	8.9137	9.3902	9.953	9.1024	10.4636	8.8209	8.5359	9.2556	8.9494	8.8182	7.9126	7.9929	8.2656	8.0999	8.8215	9.1234	9.0768	9.2503	8.4388	9.7165	8.9972	8.8209	8.3737	9.1084	9.05	7.4065	8.1008	8.6122	8.445	8.9174	9.0615	8.1922	9.3213	9.018	8.2669	8.2924	8.1599	8.8225	9.0773	8.2733	8.1035	8.7655	8.79	9.0311	9.1954	9.6115	8.8747	9.3964	8.9527	8.7231	8.9013	8.3551	9.0978	9.2082	9.479	9.0827	8.485	9.0279	8.5964	9.1632	9.4049	8.936	8.6069	9.2885	9.0853	8.3198	9.0789	9.1776	8.5294	9.4808	9.0859	9.0886	9.7577	8.4396	8.6974	8.9684	9.7191	9.8426	10.1906	10.2267	9.7095	9.8478	8.9103	9.9273	8.7988	9.0552	8.8161	9.2579	9.0233	9.0469	9.5945	9.3317	8.4245	9.4974	8.1178	8.9768	9.2881	9.2105	7.9698	9.4959	8.4085	8.1559	8.0606	8.9219	8.4816	8.8573	8.4665	8.6254	8.5318	9.5614	8.686	8.9006	9.9054	7.9446	9.6222	9.3662	6.9384	8.4426	9.2229	9.2651	9.2456	9.6098	8.2376	8.7054	8.1741	9.2132	8.5486	8.1844	8.5772	9.2757	9.015	9.2545	9.9867	9.3492	8.584	7.3086	8.8464	8.6458	8.5592	9.0458	8.0287	8.229	9.7802	9.115	9.3946	9.2888	8.5914	9.0302	8.9055	8.9995	8.505	8.7788	8.2702	8.2549	9.134	8.6356	9.4115	9.111	8.7152	9.1759	9.2407	9.4675	9.3943	9.1424	9.0577	8.476	9.258	8.619	8.7893	8.3081	8.3058	8.7533	8.6547	9.3424	8.4819	8.5497	8.6838	9.3651	8.2669	9.306	8.281	10.6046	8.8186	9.3265	8.6673	8.2541	8.9906	9.7627	9.6619	9.1456	9.1906	9.0598	9.1873	9.309	9.0048	9.0667	8.8511	9.2562	9.277	8.5129	8.2998	9.5003	8.5872	8.7122	8.8419	8.8956	8.4278	8.5091	8.951	8.719	9.236	9.2103
hsa-let-7e	8.7309	8.9532	9.9425	9.8214	8.8146	8.7998	9.7616	9.7492	10.4817	9.331	9.0098	9.109	8.8139	9.5543	8.7714	9.6217	10.043	9.1811	9.9728	9.0899	9.4601	9.7004	9.6107	9.4523	8.6666	11.3503	10.0048	10.8097	9.2156	9.7396	9.8428	9.003	9.3672	8.5236	7.8336	9.3281	8.7479	9.4779	9.8856	9.0461	10.4639	9.7351	10.6642	9.7322	10.9738	9.5449	9.8913	9.3066	9.5434	9.7959	9.1203	9.0736	8.5715	9.5295	8.5732	9.4945	10.0724	10.1528	9.6648	8.0416	10.0546	8.23	9.763	9.8491	9.4232	9.9781	8.9698	10.0935	9.3146	10.7192	9.4948	8.6382	9.2478	10.6322	8.0638	9.6011	9.1007	9.6799	9.7533	9.0937	8.8918	8.4366	9.8589	9.5449	9.1417	9.0677	9.7994	10.1847	9.5035	9.8472	10.1409	9.407	9.6316	9.2491	9.3447	8.5775	9.4621	9.6427	8.8523	9.5261	8.7412	10.1186	8.8531	10.1145	9.492	9.0254	10.1633	9.7322	9.409	10.0947	9.4497	8.6789	8.8927	9.068	9.2947	8.8626	9.7142	9.3202	10.0292	9.5413	8.9365	9.9206	8.7974	9.4773	8.4734	8.7659	9.1852	8.0472	9.289	9.972	8.9133	11.2344	8.9509	10.1457	8.526	9.6642	9.4457	10.2383	10.2638	9.9589	9.2234	10.2456	10.15	9.8936	9.4976	9.5197	9.516	10.3374	9.7063	9.3544	9.4893	9.2257	8.9038	9.8748	10.2345	10.1913	8.4495	9.5806	9.3765	9.6755	10.141	8.941	8.8337	10.0337	9.1077	10.0157	9.0971	10.2596	9.4931	9.2354	9.5994	9.8205	8.628	9.4982	9.7023	8.6803	9.0603	9.1303	9.3511	9.9309	10.1892	10.3924	9.8347	9.7389	9.3129	10.2004	9.4612	10.2768	9.0414	10.4041	9.1898	10.0439	9.1478	8.4456	9.7577	8.1199	9.616	8.8056	9.4958	8.7081	9.498	9.0778	8.2281	9.3165	9.9312	8.8101	9.1925	8.7947	8.4452	9.6311	8.0202	8.1367	8.5584	8.8537	9.7776	10.206	8.863	8.4776	9.1353	9.9487	10.5959	10.5534	9.6149	8.8455	10.1699	9.1944	9.5956	10.1028	8.4623	8.5683	9.7709	9.3768	10.6187	8.8101	8.7087	10.2035	10.092	10.0544	9.6922	10.8198	9.2928	10.3687	9.6495	11.7205	10.5779	10.0188	9.9741	9.9967	9.9147	11.0188	9.4024	8.9131	9.0705	9.2717	9.1988	8.9407	9.9573	10.1613	9.1244	9.2594	9.0332	9.652	9.4903	9.3777	10.4777	9.5586	9.8394	9.2398	9.8266	9.0392	10.3987	9.9294	9.2048	9.3739	9.2141	9.8735	10.3118	11.3654	9.1293	9.9153	9.3495	11.5181	10.7584	10.6432	11.3291	9.8119	10.6748	9.8751	10.6963	9.9249	10.4205	8.7515	9.1941	11.0687	9.1668
